row_index,true,predicted,margin,correct
692,Refusal,Benign,0.3517418,0
1384,Benign,Benign,0.13308907,1
1199,Jailbreak,Jailbreak,0.95926857,1
827,Refusal,Refusal,1.80758,1
150,Benign,Benign,1.6430898,1
1291,Jailbreak,Jailbreak,1.9339676,1
545,Benign,Jailbreak,1.1694717,0
824,Benign,Refusal,0.10191107,0
869,Jailbreak,Jailbreak,1.1687722,1
384,Refusal,Refusal,2.0444307,1
732,Benign,Refusal,0.92249966,0
1419,Jailbreak,Jailbreak,0.89523983,1
1477,Jailbreak,Refusal,1.4166508,0
1173,Benign,Benign,1.507658,1
508,Benign,Benign,1.2228508,1
278,Benign,Jailbreak,0.352952,0
1242,Benign,Benign,5.137369,1
631,Jailbreak,Refusal,0.390584,0
1181,Refusal,Refusal,2.3409572,1
340,Refusal,Refusal,2.1259184,1
660,Benign,Jailbreak,2.4394445,0
684,Refusal,Jailbreak,2.371666,0
1453,Benign,Benign,3.6130767,1
1332,Jailbreak,Jailbreak,1.2838984,1
135,Benign,Refusal,0.44298077,0
801,Benign,Benign,1.4439564,1
428,Refusal,Refusal,0.5447302,1
380,Benign,Benign,2.5070515,1
870,Benign,Jailbreak,2.277195,0
312,Jailbreak,Refusal,1.3120444,0
558,Benign,Benign,0.76710606,1
1048,Jailbreak,Refusal,2.2852468,0
1151,Jailbreak,Refusal,1.9391847,0
1293,Benign,Benign,0.5743849,1
333,Benign,Benign,0.15910625,1
1170,Refusal,Benign,1.0658579,0
329,Jailbreak,Refusal,0.8022113,0
258,Benign,Jailbreak,0.36590385,0
877,Jailbreak,Jailbreak,0.91335773,1
769,Benign,Benign,0.33471394,1
120,Benign,Benign,4.138955,1
128,Jailbreak,Jailbreak,0.6061554,1
1093,Jailbreak,Refusal,1.1597867,0
1214,Refusal,Refusal,0.9479532,1
524,Refusal,Refusal,2.1013212,1
1275,Jailbreak,Jailbreak,0.6220026,1
229,Refusal,Refusal,1.8109176,1
76,Benign,Benign,5.851529,1
1261,Benign,Benign,2.6889877,1
620,Benign,Benign,1.6780806,1
1274,Jailbreak,Benign,0.90059996,0
964,Benign,Benign,2.0421991,1
235,Jailbreak,Jailbreak,0.45891666,1
608,Refusal,Refusal,1.1569147,1
714,Jailbreak,Jailbreak,2.2937212,1
1362,Benign,Benign,1.5223465,1
456,Benign,Benign,4.4455366,1
746,Benign,Benign,2.6880693,1
731,Refusal,Jailbreak,0.7667961,0
1462,Refusal,Benign,0.3269186,0
879,Benign,Benign,5.6564503,1
603,Jailbreak,Jailbreak,2.1361523,1
1444,Benign,Benign,3.73804,1
517,Jailbreak,Refusal,1.1301336,0
248,Refusal,Refusal,3.698515,1
721,Jailbreak,Refusal,1.3660967,0
138,Benign,Jailbreak,1.2254143,0
637,Refusal,Refusal,1.3304162,1
1021,Refusal,Jailbreak,0.98151207,0
789,Refusal,Refusal,1.903244,1
352,Refusal,Refusal,1.2609296,1
365,Jailbreak,Refusal,0.69170284,0
91,Jailbreak,Jailbreak,0.19840527,1
690,Refusal,Refusal,1.4719586,1
693,Jailbreak,Refusal,0.031886578,0
1067,Jailbreak,Benign,0.49849844,0
1071,Jailbreak,Refusal,0.8611593,0
1020,Benign,Benign,1.3688288,1
1277,Jailbreak,Refusal,2.1355414,0
1197,Jailbreak,Benign,0.75144863,0
550,Jailbreak,Jailbreak,2.0800614,1
652,Jailbreak,Jailbreak,2.2595196,1
1392,Refusal,Benign,1.7723894,0
1226,Jailbreak,Refusal,0.5660577,0
1011,Jailbreak,Refusal,1.6152587,0
1007,Jailbreak,Refusal,0.18082666,0
292,Benign,Benign,1.5570965,1
1460,Jailbreak,Jailbreak,1.6609316,1
