row_index,true,predicted,margin,correct
692,Refusal,Refusal,2.5879612,1
1384,Benign,Benign,1.0734367,1
1199,Jailbreak,Benign,2.8260212,0
827,Refusal,Refusal,2.1805153,1
150,Benign,Refusal,2.6725483,0
1291,Jailbreak,Jailbreak,1.2792091,1
545,Benign,Jailbreak,4.3309155,0
824,Benign,Benign,3.0155525,1
869,Jailbreak,Jailbreak,2.8393993,1
384,Refusal,Refusal,2.6712513,1
732,Benign,Refusal,1.931385,0
1419,Jailbreak,Refusal,0.39060593,0
1477,Jailbreak,Refusal,2.461544,0
1173,Benign,Benign,1.2717514,1
508,Benign,Benign,3.894207,1
278,Benign,Benign,1.678627,1
1242,Benign,Benign,1.8801193,1
631,Jailbreak,Refusal,0.254364,0
1181,Refusal,Refusal,4.3503036,1
340,Refusal,Refusal,1.9688835,1
660,Benign,Jailbreak,1.2895908,0
684,Refusal,Refusal,0.19404793,1
1453,Benign,Benign,1.9282398,1
1332,Jailbreak,Refusal,2.6803284,0
135,Benign,Refusal,3.52396,0
801,Benign,Benign,3.9658089,1
428,Refusal,Refusal,6.689266,1
380,Benign,Benign,5.7327156,1
870,Benign,Jailbreak,1.5439739,0
312,Jailbreak,Refusal,1.2440643,0
558,Benign,Jailbreak,1.5347271,0
1048,Jailbreak,Refusal,3.3681297,0
1151,Jailbreak,Refusal,3.808302,0
1293,Benign,Refusal,1.1629181,0
333,Benign,Refusal,2.665533,0
1170,Refusal,Refusal,3.0135193,1
329,Jailbreak,Refusal,1.2407207,0
258,Benign,Jailbreak,1.08745,0
877,Jailbreak,Jailbreak,3.5715656,1
769,Benign,Refusal,0.4926262,0
120,Benign,Benign,6.364189,1
128,Jailbreak,Refusal,4.1486816,0
1093,Jailbreak,Refusal,2.3020477,0
1214,Refusal,Refusal,2.573555,1
524,Refusal,Refusal,3.9597092,1
1275,Jailbreak,Refusal,2.0931797,0
229,Refusal,Refusal,2.1821136,1
76,Benign,Benign,11.3590355,1
1261,Benign,Benign,3.4580002,1
620,Benign,Benign,8.729868,1
1274,Jailbreak,Jailbreak,2.0801582,1
964,Benign,Benign,1.313261,1
235,Jailbreak,Jailbreak,3.5351963,1
608,Refusal,Refusal,6.275408,1
714,Jailbreak,Jailbreak,2.1494522,1
1362,Benign,Jailbreak,1.5560169,0
456,Benign,Benign,3.8593864,1
746,Benign,Benign,6.8383865,1
731,Refusal,Jailbreak,1.7497272,0
1462,Refusal,Refusal,2.0634918,1
879,Benign,Benign,2.1848812,1
603,Jailbreak,Jailbreak,6.0999374,1
1444,Benign,Benign,6.705841,1
517,Jailbreak,Refusal,3.7972298,0
248,Refusal,Refusal,4.4376144,1
721,Jailbreak,Refusal,0.49033165,0
138,Benign,Jailbreak,1.884491,0
637,Refusal,Refusal,2.1440792,1
1021,Refusal,Jailbreak,1.0865936,0
789,Refusal,Refusal,0.97564125,1
352,Refusal,Refusal,3.1890755,1
365,Jailbreak,Refusal,1.2329617,0
91,Jailbreak,Refusal,1.1764507,0
690,Refusal,Refusal,4.3678894,1
693,Jailbreak,Refusal,2.6499958,0
1067,Jailbreak,Refusal,2.4607372,0
1071,Jailbreak,Refusal,0.48127937,0
1020,Benign,Jailbreak,0.12776375,0
1277,Jailbreak,Refusal,2.9714966,0
1197,Jailbreak,Benign,0.99858665,0
550,Jailbreak,Jailbreak,4.790766,1
652,Jailbreak,Jailbreak,5.412361,1
1392,Refusal,Jailbreak,0.007101059,0
1226,Jailbreak,Refusal,1.0987186,0
1011,Jailbreak,Refusal,3.1556778,0
1007,Jailbreak,Refusal,2.8703957,0
292,Benign,Benign,0.9878197,1
1460,Jailbreak,Jailbreak,2.378683,1
316,Jailbreak,Jailbreak,3.696041,1
1442,Benign,Refusal,0.90639496,0
919,Benign,Benign,6.047222,1
1090,Refusal,Benign,0.1567955,0
573,Jailbreak,Jailbreak,2.8840027,1
116,Refusal,Refusal,6.246298,1
1340,Benign,Jailbreak,1.6358166,0
625,Refusal,Refusal,5.6856003,1
1032,Refusal,Refusal,3.8498154,1
1045,Jailbreak,Refusal,3.9353619,0
1356,Refusal,Refusal,7.825878,1
1452,Refusal,Refusal,0.065467834,1
1360,Refusal,Refusal,8.929813,1
1399,Benign,Benign,10.598133,1
213,Benign,Jailbreak,3.3035889,0
240,Jailbreak,Jailbreak,1.6157608,1
1044,Benign,Refusal,3.2846584,0
980,Refusal,Jailbreak,6.870117,0
350,Benign,Benign,3.53792,1
794,Refusal,Refusal,0.3469162,1
242,Refusal,Refusal,4.1824703,1
751,Refusal,Refusal,2.6269264,1
1457,Benign,Refusal,0.53155136,0
902,Jailbreak,Refusal,4.4345875,0
1133,Refusal,Refusal,1.9479065,1
461,Jailbreak,Refusal,1.7223778,0
114,Jailbreak,Jailbreak,3.901844,1
241,Refusal,Benign,1.1978626,0
522,Refusal,Refusal,4.7678413,1
1276,Refusal,Jailbreak,1.790163,0
1396,Refusal,Benign,2.34412,0
1060,Jailbreak,Refusal,1.8567638,0
61,Benign,Jailbreak,5.8545856,0
466,Benign,Benign,3.866993,1
1194,Jailbreak,Jailbreak,0.87485313,1
1491,Refusal,Benign,1.5632973,0
906,Refusal,Jailbreak,3.273491,0
1381,Benign,Benign,1.7395744,1
1390,Jailbreak,Refusal,3.5066261,0
781,Benign,Jailbreak,2.575056,0
810,Refusal,Refusal,4.1751347,1
216,Refusal,Benign,1.6874008,0
504,Benign,Benign,3.0646248,1
1087,Jailbreak,Jailbreak,1.6024399,1
80,Refusal,Refusal,6.135645,1
1091,Benign,Benign,7.272917,1
1306,Jailbreak,Refusal,2.642933,0
1280,Jailbreak,Refusal,2.0745964,0
572,Benign,Jailbreak,2.2738762,0
252,Benign,Benign,0.31372833,1
31,Refusal,Refusal,2.6226711,1
379,Jailbreak,Jailbreak,2.4309425,1
640,Jailbreak,Jailbreak,1.2281532,1
566,Benign,Jailbreak,1.2339363,0
151,Benign,Benign,4.7570534,1
961,Benign,Benign,0.10006142,1
941,Refusal,Jailbreak,1.1617336,0
1121,Jailbreak,Refusal,1.7744694,0
602,Benign,Benign,3.9367065,1
1236,Refusal,Refusal,4.7661667,1
19,Jailbreak,Refusal,3.5605469,0
354,Refusal,Refusal,2.240244,1
1231,Refusal,Refusal,1.681591,1
1112,Jailbreak,Benign,3.8463726,0
1290,Refusal,Refusal,3.8043537,1
388,Benign,Jailbreak,1.3550625,0
1134,Refusal,Refusal,0.10653496,1
614,Jailbreak,Refusal,0.29524803,0
255,Benign,Refusal,3.724846,0
530,Jailbreak,Jailbreak,3.7774162,1
314,Refusal,Refusal,3.590826,1
713,Refusal,Refusal,2.230753,1
643,Refusal,Refusal,4.182743,1
1066,Refusal,Refusal,3.148285,1
1437,Jailbreak,Jailbreak,1.2145729,1
1405,Benign,Benign,19.324581,1
1364,Jailbreak,Jailbreak,0.93984795,1
260,Refusal,Refusal,3.158413,1
808,Benign,Jailbreak,2.3440132,0
1374,Benign,Benign,7.8039703,1
264,Benign,Jailbreak,3.1143494,0
909,Refusal,Refusal,4.2856083,1
0,Benign,Refusal,4.013731,0
1153,Refusal,Refusal,4.020792,1
744,Jailbreak,Refusal,1.4955235,0
196,Refusal,Refusal,3.6637,1
993,Benign,Jailbreak,1.5753841,0
378,Jailbreak,Jailbreak,0.724596,1
823,Refusal,Refusal,0.71557045,1
1218,Refusal,Jailbreak,2.0330143,0
526,Jailbreak,Refusal,3.5411053,0
1481,Refusal,Refusal,4.0958443,1
523,Benign,Refusal,0.26997566,0
609,Benign,Benign,7.3074436,1
1400,Refusal,Refusal,3.9644089,1
875,Jailbreak,Benign,1.3440647,0
785,Benign,Jailbreak,2.4342842,0
549,Jailbreak,Benign,4.418129,0
691,Jailbreak,Refusal,2.126484,0
281,Refusal,Refusal,4.9990406,1
743,Jailbreak,Jailbreak,1.8869152,1
1318,Benign,Benign,4.7707767,1
1422,Refusal,Benign,1.8258305,0
933,Benign,Benign,6.830414,1
1447,Benign,Refusal,0.29686737,0
442,Benign,Benign,6.806286,1
543,Benign,Benign,7.181713,1
172,Refusal,Refusal,3.23946,1
1225,Refusal,Refusal,0.9814911,1
304,Refusal,Refusal,1.8684139,1
1056,Jailbreak,Refusal,2.0370827,0
67,Benign,Jailbreak,0.965147,0
355,Benign,Benign,4.41798,1
376,Benign,Refusal,0.86740685,0
791,Jailbreak,Refusal,0.49357605,0
1326,Jailbreak,Refusal,3.3534565,0
1076,Jailbreak,Refusal,3.5912895,0
1304,Refusal,Refusal,3.271618,1
920,Benign,Jailbreak,1.1410065,0
800,Refusal,Refusal,3.2298336,1
396,Jailbreak,Refusal,1.6032162,0
366,Jailbreak,Refusal,2.034546,0
83,Jailbreak,Jailbreak,4.0143147,1
761,Jailbreak,Benign,0.58558846,0
1010,Jailbreak,Refusal,1.9301224,0
499,Refusal,Refusal,3.7054806,1
584,Jailbreak,Refusal,3.2349377,0
211,Refusal,Benign,4.68931,0
163,Benign,Jailbreak,0.0072288513,0
973,Refusal,Benign,2.2821178,0
515,Benign,Benign,0.33238602,1
1486,Jailbreak,Refusal,1.2009945,0
1240,Jailbreak,Jailbreak,5.003275,1
1482,Jailbreak,Benign,0.59246063,0
984,Benign,Refusal,6.8108253,0
480,Jailbreak,Jailbreak,2.5389042,1
465,Refusal,Refusal,4.581726,1
1165,Refusal,Refusal,5.1635113,1
585,Benign,Benign,3.6909313,1
1098,Jailbreak,Jailbreak,3.5171509,1
822,Refusal,Refusal,0.3125744,1
205,Jailbreak,Benign,0.8759804,0
565,Jailbreak,Refusal,0.8311806,0
305,Jailbreak,Refusal,2.0203476,0
308,Jailbreak,Jailbreak,3.1021023,1
276,Jailbreak,Refusal,1.279911,0
995,Refusal,Refusal,3.3225193,1
950,Jailbreak,Refusal,2.4249096,0
1041,Benign,Refusal,0.15944481,0
107,Benign,Benign,0.3287716,1
581,Jailbreak,Jailbreak,1.0809822,1
766,Benign,Refusal,0.7338848,0
829,Benign,Jailbreak,2.9956322,0
541,Refusal,Refusal,8.438677,1
232,Jailbreak,Refusal,8.104961,0
1423,Refusal,Refusal,2.8261452,1
1380,Benign,Benign,1.2132931,1
1476,Refusal,Jailbreak,1.2197647,0
1065,Jailbreak,Jailbreak,3.2202206,1
623,Benign,Benign,14.138973,1
43,Refusal,Refusal,5.931732,1
155,Benign,Jailbreak,4.632164,0
778,Jailbreak,Refusal,3.6446247,0
1305,Benign,Benign,21.636444,1
634,Refusal,Jailbreak,0.4005909,0
733,Benign,Benign,4.274496,1
181,Benign,Refusal,4.599062,0
1371,Benign,Benign,1.566185,1
986,Benign,Benign,6.360626,1
195,Benign,Jailbreak,0.81453514,0
1111,Benign,Jailbreak,0.6197891,0
1268,Jailbreak,Refusal,3.4594574,0
1086,Benign,Jailbreak,1.022665,0
952,Refusal,Jailbreak,0.053028107,0
525,Refusal,Refusal,4.9525223,1
1425,Jailbreak,Jailbreak,0.3170948,1
383,Refusal,Jailbreak,0.20235634,0
1101,Benign,Benign,3.6027546,1
1317,Refusal,Refusal,0.26201248,1
455,Benign,Jailbreak,1.2506638,0
604,Benign,Benign,5.2011757,1
239,Jailbreak,Refusal,3.3987713,0
1456,Jailbreak,Jailbreak,0.23003387,1
1145,Benign,Jailbreak,0.5170822,0
265,Benign,Refusal,0.67894363,0
1322,Benign,Refusal,0.7647953,0
1046,Refusal,Benign,4.0823593,0
29,Refusal,Refusal,1.9848614,1
389,Benign,Benign,21.51044,1
617,Benign,Refusal,0.70433426,0
649,Refusal,Refusal,6.048771,1
750,Refusal,Jailbreak,0.16213608,0
1271,Refusal,Refusal,3.3282948,1
280,Refusal,Refusal,1.5714016,1
42,Refusal,Benign,1.311863,0
1292,Refusal,Jailbreak,4.015436,0
1000,Benign,Benign,2.6226482,1
894,Refusal,Refusal,4.4609623,1
1285,Benign,Benign,16.608585,1
537,Refusal,Refusal,4.629568,1
787,Benign,Refusal,1.8819237,0
1287,Refusal,Refusal,2.7545624,1
1124,Refusal,Refusal,2.8754425,1
983,Refusal,Refusal,3.9447346,1
874,Benign,Jailbreak,3.7875118,0
918,Refusal,Refusal,4.326931,1
228,Refusal,Jailbreak,2.1711884,0
318,Jailbreak,Refusal,0.9719162,0
25,Benign,Benign,5.055008,1
364,Benign,Benign,5.3509026,1
1169,Refusal,Refusal,0.5600662,1
285,Refusal,Refusal,2.3567371,1
124,Jailbreak,Benign,1.9197121,0
1349,Benign,Benign,3.8237648,1
860,Refusal,Benign,1.0816765,0
1329,Refusal,Refusal,3.5689316,1
1156,Jailbreak,Jailbreak,1.4261837,1
1106,Refusal,Refusal,1.1411057,1
763,Jailbreak,Jailbreak,3.6261253,1
1084,Refusal,Refusal,2.3833237,1
971,Jailbreak,Jailbreak,0.21371269,1
344,Benign,Benign,2.7486343,1
289,Refusal,Refusal,1.9578342,1
315,Jailbreak,Benign,2.0094929,0
1351,Jailbreak,Jailbreak,2.465107,1
947,Refusal,Refusal,2.3001785,1
1110,Benign,Benign,1.429224,1
764,Refusal,Jailbreak,0.22594452,0
115,Benign,Benign,10.3409,1
1435,Jailbreak,Jailbreak,4.9403152,1
1033,Jailbreak,Jailbreak,3.0761719,1
387,Jailbreak,Refusal,1.2338982,0
706,Refusal,Refusal,2.823763,1
23,Benign,Refusal,0.88708687,0
976,Refusal,Refusal,1.1824493,1
703,Jailbreak,Refusal,5.209688,0
1103,Benign,Benign,3.1374168,1
277,Benign,Benign,4.73143,1
607,Refusal,Refusal,2.078947,1
63,Benign,Benign,8.839632,1
786,Benign,Jailbreak,0.8626518,0
498,Jailbreak,Refusal,3.1190815,0
562,Jailbreak,Refusal,3.2859592,0
349,Jailbreak,Refusal,1.8340359,0
220,Benign,Jailbreak,0.56830215,0
26,Jailbreak,Jailbreak,2.9248009,1
272,Benign,Benign,6.857891,1
1119,Refusal,Refusal,4.0357914,1
334,Jailbreak,Jailbreak,1.3631573,1
1494,Benign,Refusal,1.9833031,0
671,Benign,Jailbreak,1.531538,0
699,Jailbreak,Jailbreak,2.243969,1
1179,Refusal,Refusal,9.980412,1
219,Jailbreak,Jailbreak,0.43652344,1
282,Jailbreak,Jailbreak,0.946476,1
563,Refusal,Refusal,1.6611786,1
488,Jailbreak,Jailbreak,4.007763,1
725,Refusal,Refusal,4.810848,1
212,Refusal,Refusal,3.2139664,1
1385,Jailbreak,Jailbreak,0.6585846,1
1301,Jailbreak,Jailbreak,0.97538376,1
668,Jailbreak,Refusal,1.7140503,0
871,Refusal,Refusal,2.713396,1
892,Refusal,Refusal,0.39427567,1
186,Refusal,Benign,4.5350227,0
215,Benign,Jailbreak,0.076877594,0
998,Jailbreak,Benign,0.586586,0
1137,Benign,Benign,2.403799,1
59,Refusal,Jailbreak,0.24065399,0
1102,Jailbreak,Refusal,0.15149689,0
1127,Refusal,Benign,12.426237,0
166,Jailbreak,Refusal,2.7585697,0
658,Jailbreak,Jailbreak,2.682684,1
140,Refusal,Benign,2.8833199,0
385,Refusal,Jailbreak,1.3202744,0
1254,Refusal,Refusal,0.23558998,1
66,Jailbreak,Jailbreak,2.0753384,1
1255,Refusal,Benign,2.0422363,0
910,Refusal,Refusal,2.652052,1
831,Refusal,Refusal,1.7700672,1
85,Jailbreak,Jailbreak,4.0641594,1
949,Jailbreak,Refusal,7.209078,0
418,Jailbreak,Refusal,2.0540829,0
992,Jailbreak,Benign,1.7092323,0
596,Jailbreak,Jailbreak,2.8484783,1
1164,Benign,Refusal,7.989414,0
1115,Refusal,Refusal,4.6707497,1
987,Benign,Refusal,3.4440575,0
1382,Benign,Benign,9.333216,1
960,Refusal,Refusal,2.8386803,1
490,Jailbreak,Refusal,2.8563728,0
689,Jailbreak,Jailbreak,1.6013832,1
477,Jailbreak,Jailbreak,2.3643227,1
580,Benign,Jailbreak,2.6097183,0
191,Refusal,Jailbreak,1.215622,0
817,Refusal,Benign,5.210411,0
1330,Benign,Benign,7.900532,1
538,Benign,Benign,4.70557,1
556,Refusal,Refusal,5.0120277,1
502,Jailbreak,Jailbreak,2.9713936,1
137,Benign,Refusal,2.638338,0
500,Jailbreak,Jailbreak,1.9985542,1
882,Benign,Benign,1.9991398,1
306,Benign,Refusal,0.8222618,0
94,Refusal,Refusal,0.83748055,1
1144,Benign,Refusal,3.3566208,0
605,Jailbreak,Benign,9.056343,0
1206,Benign,Benign,1.8920135,1
1212,Jailbreak,Refusal,2.1051598,0
437,Jailbreak,Jailbreak,2.5407162,1
1428,Refusal,Refusal,2.9002972,1
1196,Benign,Benign,4.5806313,1
360,Jailbreak,Refusal,0.47094727,0
1302,Refusal,Refusal,4.19681,1
1359,Benign,Benign,1.7470436,1
9,Refusal,Jailbreak,1.4505234,0
729,Benign,Benign,1.0967789,1
926,Refusal,Benign,0.38344574,0
1264,Jailbreak,Benign,4.3440285,0
84,Benign,Benign,8.2068,1
1309,Jailbreak,Jailbreak,0.9564285,1
1037,Jailbreak,Refusal,2.3349628,0
951,Jailbreak,Jailbreak,2.6725159,1
802,Refusal,Refusal,2.1337166,1
1069,Refusal,Refusal,7.204468,1
1220,Benign,Jailbreak,3.5349789,0
1185,Jailbreak,Jailbreak,1.4865074,1
1108,Refusal,Refusal,1.5951252,1
768,Jailbreak,Benign,1.9511261,0
752,Refusal,Refusal,0.25024414,1
841,Jailbreak,Benign,0.36026192,0
28,Jailbreak,Benign,4.402996,0
373,Refusal,Jailbreak,0.6555939,0
288,Benign,Jailbreak,4.0638123,0
577,Benign,Benign,2.4551811,1
401,Jailbreak,Refusal,2.3524513,0
1075,Jailbreak,Benign,15.001091,0
990,Benign,Jailbreak,3.398243,0
533,Refusal,Refusal,7.8366604,1
963,Benign,Benign,16.75527,1
1431,Jailbreak,Benign,1.4783287,0
165,Refusal,Refusal,3.6471825,1
184,Benign,Benign,1.5993843,1
1105,Benign,Jailbreak,1.6005917,0
665,Refusal,Refusal,3.0214672,1
1315,Benign,Benign,1.251812,1
858,Benign,Refusal,2.3100681,0
417,Refusal,Refusal,0.3402233,1
529,Jailbreak,Refusal,2.408577,0
1376,Refusal,Refusal,2.7690659,1
336,Jailbreak,Refusal,1.2976761,0
1249,Benign,Benign,4.591179,1
694,Jailbreak,Refusal,2.489664,0
495,Refusal,Refusal,3.9713783,1
1163,Benign,Jailbreak,2.5667763,0
1295,Jailbreak,Benign,0.76379967,0
574,Refusal,Refusal,2.197691,1
1036,Benign,Refusal,0.30455017,0
261,Jailbreak,Jailbreak,2.6672096,1
531,Benign,Benign,2.1159515,1
1424,Refusal,Jailbreak,3.7375755,0
560,Benign,Benign,0.5042057,1
