row_index,true,predicted,margin,correct
692,Refusal,Refusal,2.5771053176258234,1
1384,Benign,Benign,1.0616213530324892,1
1199,Jailbreak,Jailbreak,1.747015011550019,1
827,Refusal,Refusal,0.12774003902548392,1
150,Benign,Jailbreak,0.18153916860409947,0
1291,Jailbreak,Refusal,0.7623500786932467,0
545,Benign,Benign,1.7223745255560097,1
824,Benign,Benign,1.7470554864235737,1
869,Jailbreak,Benign,0.4345007447175564,0
384,Refusal,Refusal,0.25599017631872556,1
732,Benign,Benign,0.4893257247002518,1
1419,Jailbreak,Refusal,1.1522209095961626,0
1477,Jailbreak,Refusal,0.06418288055649946,0
1173,Benign,Jailbreak,0.33544383358792507,0
508,Benign,Jailbreak,1.4812090518484808,0
278,Benign,Jailbreak,0.17027832293612732,0
1242,Benign,Jailbreak,0.6390020845065649,0
631,Jailbreak,Refusal,0.7738450137800128,0
1181,Refusal,Refusal,0.5876189757572021,1
340,Refusal,Jailbreak,0.5097003887905274,0
660,Benign,Benign,0.057564193513018225,1
684,Refusal,Refusal,1.6242912459380205,1
1453,Benign,Benign,0.18732434834039902,1
1332,Jailbreak,Refusal,1.1883056807524737,0
135,Benign,Benign,0.39577308342296824,1
801,Benign,Refusal,0.826543683633786,0
428,Refusal,Refusal,0.07754597270602215,1
380,Benign,Benign,1.2767927357401034,1
870,Benign,Benign,0.07677703179641382,1
312,Jailbreak,Jailbreak,0.28697511508624807,1
558,Benign,Benign,0.1996599940232815,1
1048,Jailbreak,Refusal,0.6707169700847473,0
1151,Jailbreak,Refusal,0.13293612304917524,0
1293,Benign,Benign,0.7977004353745674,1
333,Benign,Benign,1.0011165827703978,1
1170,Refusal,Refusal,2.285454205475848,1
329,Jailbreak,Jailbreak,0.640477746273687,1
258,Benign,Benign,0.13749673416815433,1
877,Jailbreak,Refusal,0.85017943054432,0
769,Benign,Jailbreak,0.05609002104801997,0
120,Benign,Benign,1.4664379892780515,1
128,Jailbreak,Refusal,1.8747802695047282,0
1093,Jailbreak,Jailbreak,0.705976871608553,1
1214,Refusal,Benign,0.32204348744874256,0
524,Refusal,Refusal,0.6050442425435931,1
1275,Jailbreak,Jailbreak,1.9568674043836842,1
229,Refusal,Jailbreak,0.08072361304919973,0
76,Benign,Jailbreak,0.5942481548769876,0
1261,Benign,Refusal,0.34530224802432286,0
620,Benign,Benign,2.279708540411269,1
1274,Jailbreak,Jailbreak,0.11367767775389481,1
964,Benign,Jailbreak,1.4602376015170022,0
235,Jailbreak,Jailbreak,1.2578257359353544,1
608,Refusal,Refusal,1.9724747606541597,1
714,Jailbreak,Jailbreak,0.41067552635401494,1
1362,Benign,Benign,0.3028098849229397,1
456,Benign,Jailbreak,0.9169416220171853,0
746,Benign,Benign,2.7628898603850067,1
731,Refusal,Benign,1.032175305783805,0
1462,Refusal,Benign,1.2346555061223978,0
879,Benign,Jailbreak,0.329153517006199,0
603,Jailbreak,Benign,1.7667276892066566,0
1444,Benign,Benign,1.7489798426344743,1
517,Jailbreak,Jailbreak,0.7748156755805855,1
248,Refusal,Refusal,2.152210957648941,1
721,Jailbreak,Jailbreak,0.5978577445758972,1
138,Benign,Benign,0.35716133393569605,1
637,Refusal,Refusal,0.6757916598101761,1
1021,Refusal,Benign,1.2879224377875493,0
789,Refusal,Jailbreak,1.6624012564782609,0
352,Refusal,Refusal,0.5688677152406596,1
365,Jailbreak,Benign,0.23185220953968666,0
91,Jailbreak,Jailbreak,1.6216848717087706,1
690,Refusal,Jailbreak,0.3854555991032149,0
693,Jailbreak,Jailbreak,0.568727754151245,1
1067,Jailbreak,Refusal,1.1883074384067682,0
1071,Jailbreak,Jailbreak,0.07334917769081639,1
1020,Benign,Benign,2.1485014194101075,1
1277,Jailbreak,Refusal,0.13826218139990232,0
1197,Jailbreak,Benign,1.117797139530202,0
550,Jailbreak,Benign,0.2950662915965143,0
652,Jailbreak,Jailbreak,1.2983588017312528,1
1392,Refusal,Benign,0.15444104373683487,0
1226,Jailbreak,Jailbreak,1.3139559088330142,1
1011,Jailbreak,Jailbreak,0.4139847157920127,1
1007,Jailbreak,Jailbreak,0.26125118588627494,1
292,Benign,Benign,1.0235126051307288,1
1460,Jailbreak,Jailbreak,0.5937411280699192,1
316,Jailbreak,Jailbreak,0.12772125921921118,1
1442,Benign,Refusal,0.22827407124492027,0
919,Benign,Benign,1.7750017521371149,1
1090,Refusal,Jailbreak,0.8571151462745465,0
573,Jailbreak,Refusal,0.7743318724638995,0
116,Refusal,Refusal,1.776679933376021,1
1340,Benign,Refusal,0.07280081987448295,0
625,Refusal,Refusal,0.7853821996976644,1
1032,Refusal,Jailbreak,0.6172741444094583,0
1045,Jailbreak,Refusal,0.3930781770931091,0
1356,Refusal,Benign,2.3203200722570907,0
1452,Refusal,Jailbreak,1.1394280472982503,0
1360,Refusal,Benign,0.23240369805054772,0
1399,Benign,Benign,0.625984570266445,1
213,Benign,Benign,0.02038996495528833,1
240,Jailbreak,Benign,1.851151946485099,0
1044,Benign,Refusal,0.6739884707849386,0
980,Refusal,Refusal,0.8427061997564791,1
350,Benign,Benign,0.26340294206621273,1
794,Refusal,Benign,1.6239334107299341,0
242,Refusal,Jailbreak,0.07794132093133532,0
751,Refusal,Jailbreak,1.6615640488763979,0
1457,Benign,Jailbreak,0.35143762350015084,0
902,Jailbreak,Refusal,0.029290567955934765,0
1133,Refusal,Jailbreak,0.5370202885025939,0
461,Jailbreak,Jailbreak,1.0509223635451104,1
114,Jailbreak,Jailbreak,0.13125414572433813,1
241,Refusal,Jailbreak,0.9151352436526223,0
522,Refusal,Refusal,3.3582422205235445,1
1276,Refusal,Benign,0.38959314966975533,0
1396,Refusal,Refusal,0.06016238930674889,1
1060,Jailbreak,Benign,0.3749200205609893,0
61,Benign,Refusal,0.34887117693223324,0
466,Benign,Refusal,0.7082852496115768,0
1194,Jailbreak,Jailbreak,0.7370299378622152,1
1491,Refusal,Benign,0.211243530990322,0
906,Refusal,Refusal,1.0464833426482256,1
1381,Benign,Jailbreak,0.43689435397588516,0
1390,Jailbreak,Jailbreak,0.9618264134184624,1
781,Benign,Benign,0.047016734387499426,1
810,Refusal,Jailbreak,2.5894651380729474,0
216,Refusal,Benign,1.0257866415381995,0
504,Benign,Jailbreak,0.4379010322104193,0
1087,Jailbreak,Refusal,0.3064690286854681,0
80,Refusal,Jailbreak,0.17204937446252444,0
1091,Benign,Benign,1.4694300055220475,1
1306,Jailbreak,Benign,2.0215428503850768,0
1280,Jailbreak,Benign,0.23255425011854536,0
572,Benign,Refusal,0.2761969017989214,0
252,Benign,Refusal,0.2620620186070379,0
31,Refusal,Jailbreak,0.08949691042549657,0
379,Jailbreak,Jailbreak,1.087546599150727,1
640,Jailbreak,Benign,2.216739621648234,0
566,Benign,Refusal,0.26201731443472465,0
151,Benign,Refusal,0.7640735554701861,0
961,Benign,Jailbreak,1.703492653609345,0
941,Refusal,Benign,1.8288333515927886,0
1121,Jailbreak,Jailbreak,1.384180185163105,1
602,Benign,Benign,1.9941586400335378,1
1236,Refusal,Jailbreak,2.499595369782624,0
19,Jailbreak,Jailbreak,0.11820333949370276,1
354,Refusal,Jailbreak,0.8760073653702993,0
1231,Refusal,Refusal,0.6005969961892985,1
1112,Jailbreak,Benign,0.01884726283100746,0
1290,Refusal,Benign,1.6036940442116654,0
388,Benign,Benign,1.5525813135505286,1
1134,Refusal,Jailbreak,0.45386880621559667,0
614,Jailbreak,Jailbreak,2.497153040523509,1
255,Benign,Refusal,0.7595398584807773,0
530,Jailbreak,Refusal,0.6264221035154818,0
314,Refusal,Jailbreak,0.026148729397353243,0
713,Refusal,Refusal,0.5542918730960693,1
643,Refusal,Benign,0.7421335602636825,0
1066,Refusal,Refusal,0.12205877792700193,1
1437,Jailbreak,Refusal,0.8052716022878901,0
1405,Benign,Benign,3.3882144090464643,1
1364,Jailbreak,Refusal,0.1412648089880686,0
260,Refusal,Jailbreak,0.28514319643623875,0
808,Benign,Benign,0.7149822744727699,1
1374,Benign,Jailbreak,0.29638312172726833,0
264,Benign,Refusal,0.1517068798283514,0
909,Refusal,Jailbreak,0.36197514769125183,0
0,Benign,Refusal,0.021388806307891972,0
1153,Refusal,Refusal,0.7409952201471737,1
744,Jailbreak,Refusal,0.09345079394793254,0
196,Refusal,Jailbreak,0.29923525560037234,0
993,Benign,Refusal,0.5387824232319769,0
378,Jailbreak,Benign,0.9131149956430575,0
823,Refusal,Jailbreak,0.08657371696242144,0
1218,Refusal,Benign,1.4663381247610268,0
526,Jailbreak,Jailbreak,0.10082250818855809,1
1481,Refusal,Refusal,2.4344058104779207,1
523,Benign,Jailbreak,0.06022010159329616,0
609,Benign,Benign,2.0334975751686297,1
1400,Refusal,Refusal,0.7866323514756908,1
875,Jailbreak,Benign,0.1334823514288015,0
785,Benign,Benign,2.0162501955862533,1
549,Jailbreak,Benign,1.86967158340115,0
691,Jailbreak,Jailbreak,0.3747712968314414,1
281,Refusal,Refusal,0.6986190419272882,1
743,Jailbreak,Benign,0.8051443352776655,0
1318,Benign,Benign,0.26502791640309,1
1422,Refusal,Refusal,0.16924666213043205,1
933,Benign,Benign,0.4990446569790308,1
1447,Benign,Benign,2.3656494717404937,1
442,Benign,Benign,2.716303035619159,1
543,Benign,Benign,2.456225767261321,1
172,Refusal,Jailbreak,2.38320278799055,0
1225,Refusal,Benign,0.6256604226875506,0
304,Refusal,Refusal,0.927151955506047,1
1056,Jailbreak,Jailbreak,1.306611500775238,1
67,Benign,Benign,0.25267290232360384,1
355,Benign,Benign,2.3199695448682403,1
376,Benign,Benign,1.3994728854868925,1
791,Jailbreak,Jailbreak,2.284698699466597,1
1326,Jailbreak,Jailbreak,0.21976981472806179,1
1076,Jailbreak,Refusal,0.5209628373741264,0
1304,Refusal,Jailbreak,0.20906227504216934,0
920,Benign,Benign,0.4002829735537592,1
800,Refusal,Refusal,0.07566830627925736,1
396,Jailbreak,Refusal,1.4288356968190157,0
366,Jailbreak,Refusal,0.09463382068864057,0
83,Jailbreak,Jailbreak,0.3397230001516758,1
761,Jailbreak,Refusal,0.35540223326562925,0
1010,Jailbreak,Jailbreak,1.8329173296333199,1
499,Refusal,Benign,0.05283279041190836,0
584,Jailbreak,Refusal,2.3434232600683904,0
211,Refusal,Benign,0.11764836333889406,0
163,Benign,Jailbreak,0.1458286053869129,0
973,Refusal,Benign,0.19142994878353847,0
515,Benign,Benign,0.2860971682336926,1
1486,Jailbreak,Refusal,0.6400563439142131,0
1240,Jailbreak,Jailbreak,0.8727970214910923,1
1482,Jailbreak,Benign,1.7589126231541101,0
984,Benign,Jailbreak,0.3708202922564743,0
480,Jailbreak,Jailbreak,0.3759692998953281,1
465,Refusal,Jailbreak,0.5605283945442086,0
1165,Refusal,Refusal,1.3506345071421078,1
585,Benign,Benign,6.58495487037529,1
1098,Jailbreak,Refusal,0.730695312023836,0
822,Refusal,Refusal,0.16696238189930046,1
205,Jailbreak,Jailbreak,0.4490787950706281,1
565,Jailbreak,Jailbreak,0.03458860787416973,1
305,Jailbreak,Refusal,0.016435274805781663,0
308,Jailbreak,Benign,4.577201628074048,0
276,Jailbreak,Jailbreak,2.634918179001984,1
995,Refusal,Refusal,0.1640972496544595,1
950,Jailbreak,Benign,0.18891960705316757,0
1041,Benign,Jailbreak,0.13244823527173244,0
107,Benign,Benign,2.6740911239236573,1
581,Jailbreak,Benign,0.6889593634009925,0
766,Benign,Jailbreak,0.1827139852176245,0
829,Benign,Refusal,1.312623000755908,0
541,Refusal,Refusal,1.4824476906086885,1
232,Jailbreak,Refusal,3.955932947040739,0
1423,Refusal,Benign,1.7437461666011993,0
1380,Benign,Refusal,1.1727271723753985,0
1476,Refusal,Refusal,0.8942210125929888,1
1065,Jailbreak,Refusal,0.9642273831374224,0
623,Benign,Benign,2.4177617137177685,1
43,Refusal,Benign,0.3201861974528364,0
155,Benign,Benign,0.09524058079617248,1
778,Jailbreak,Jailbreak,0.19855116871381062,1
1305,Benign,Benign,4.007069678456174,1
634,Refusal,Jailbreak,0.42754981029168704,0
733,Benign,Jailbreak,1.5141363111686506,0
181,Benign,Refusal,1.5422006567727946,0
1371,Benign,Benign,1.5838741391436668,1
986,Benign,Jailbreak,0.015930751083652606,0
195,Benign,Jailbreak,0.04050009965829293,0
1111,Benign,Benign,0.5215292481355251,1
1268,Jailbreak,Refusal,0.5717718621718793,0
1086,Benign,Benign,2.744394327648271,1
952,Refusal,Jailbreak,0.7825046239476077,0
525,Refusal,Refusal,1.4496010038774374,1
1425,Jailbreak,Jailbreak,0.26231973886422555,1
383,Refusal,Refusal,1.4879017194520854,1
1101,Benign,Benign,1.9858519534871673,1
1317,Refusal,Benign,0.16073084199907406,0
455,Benign,Benign,0.6007099144724011,1
604,Benign,Refusal,0.8335567847835406,0
239,Jailbreak,Refusal,0.07449977775673178,0
1456,Jailbreak,Jailbreak,0.9940207126150824,1
1145,Benign,Benign,0.5565124147203564,1
265,Benign,Jailbreak,0.5339425204718833,0
1322,Benign,Benign,1.1364791426063148,1
1046,Refusal,Benign,0.7132591311677192,0
29,Refusal,Refusal,1.377801574608525,1
389,Benign,Benign,13.405416880157846,1
617,Benign,Benign,0.3865475706005279,1
649,Refusal,Refusal,0.005325926934419467,1
750,Refusal,Refusal,0.7993632585167045,1
1271,Refusal,Refusal,0.46661495791993124,1
280,Refusal,Refusal,0.27484480426513214,1
42,Refusal,Jailbreak,0.9289458782656594,0
1292,Refusal,Jailbreak,0.09283624806454371,0
1000,Benign,Benign,1.6766737328560746,1
894,Refusal,Refusal,2.3013353946873614,1
1285,Benign,Benign,7.108024679282466,1
537,Refusal,Benign,0.4476507953548614,0
787,Benign,Refusal,0.2084393531440849,0
1287,Refusal,Benign,2.685218058684627,0
1124,Refusal,Refusal,0.35012329360304273,1
983,Refusal,Jailbreak,0.13816365554492727,0
874,Benign,Jailbreak,0.008985945803683837,0
918,Refusal,Jailbreak,1.4479625194908028,0
228,Refusal,Refusal,0.7566605257994707,1
318,Jailbreak,Benign,0.2455589503547091,0
25,Benign,Jailbreak,0.8781960995181008,0
364,Benign,Jailbreak,0.12478112852094547,0
1169,Refusal,Jailbreak,1.4383065397993828,0
285,Refusal,Refusal,0.7806502867923584,1
124,Jailbreak,Benign,0.4561869440510007,0
1349,Benign,Benign,0.3921047549054717,1
860,Refusal,Jailbreak,0.14012562229179393,0
1329,Refusal,Refusal,0.020299566602204333,1
1156,Jailbreak,Jailbreak,2.446303066853016,1
1106,Refusal,Refusal,0.06313016417476036,1
763,Jailbreak,Refusal,0.9224470285144157,0
1084,Refusal,Refusal,0.0313016773735757,1
971,Jailbreak,Jailbreak,0.6364415596737061,1
344,Benign,Jailbreak,0.9826541931612893,0
289,Refusal,Benign,0.6189816355421891,0
315,Jailbreak,Refusal,0.7756512132286462,0
1351,Jailbreak,Jailbreak,1.6205267385664235,1
947,Refusal,Refusal,0.39827987754458416,1
1110,Benign,Refusal,0.11022612159089129,0
764,Refusal,Jailbreak,2.8050823333273627,0
115,Benign,Benign,11.827557955292123,1
1435,Jailbreak,Jailbreak,0.6747574301786838,1
1033,Jailbreak,Jailbreak,3.4635272147665717,1
387,Jailbreak,Jailbreak,1.070559194664905,1
706,Refusal,Refusal,1.0288010014502609,1
